ts,tps,cum_tps,r_iops,w_iops,hit_ratio,hit_ratio_gc,edt_gap,rmb_s,wmb_s,ewmb_s,cpwmb_s,dwbw_mb,gcwmb_s,gcrmb_s,valid_ratio,comp_ratio,logmb_s,wal_sz,db_sz,alloc_sz,mem_mb,cum_flash_wmb,db_waf,ssd_run_waf,ssd_cum_waf,version
125,129153,13003735,62550,127255,0.917,0.000,0,244.336,497.090,243.906,0.000,253.184,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110438.336,126543.391,2.000,1.992,1.999,0
126,136137,13139872,65506,126379,0.917,0.000,0,255.883,493.668,246.832,0.000,246.836,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110438.336,127544.562,2.000,2.028,1.999,0
127,136056,13275928,65489,129842,0.917,0.000,0,255.816,507.195,253.320,0.000,253.875,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110439.836,128569.391,2.000,2.021,1.999,0
128,136274,13412202,65518,130515,0.917,0.000,0,255.930,509.824,253.930,0.000,255.895,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110439.836,129559.641,2.000,1.942,1.999,0
129,136445,13548647,65494,127404,0.917,0.000,0,255.836,497.672,253.301,0.000,244.371,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110439.836,130565.688,2.000,2.021,1.999,0
130,128128,13676775,61410,126927,0.917,0.000,0,239.883,495.809,244.582,0.000,251.227,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,131546.938,2.000,1.979,1.999,0
131,136649,13813424,65515,125917,0.917,0.000,0,255.918,491.863,247.176,0.000,244.688,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,132537.656,2.000,2.014,1.999,0
132,134667,13948091,64131,127809,0.918,0.000,0,250.512,499.254,253.141,0.000,246.113,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,133551.781,2.000,2.031,1.999,0
133,132004,14080095,62808,128333,0.918,0.000,0,245.344,501.301,248.207,0.000,253.094,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,134553.719,2.000,1.999,1.999,0
134,137774,14217869,65681,130893,0.918,0.000,0,256.566,511.301,258.094,0.000,253.207,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,135565.109,2.000,1.978,1.999,0
135,138694,14356563,65299,128134,0.919,0.000,0,255.074,500.523,247.426,0.000,253.098,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,136573.078,2.000,2.014,1.999,0
136,138168,14494731,65489,127305,0.918,0.000,0,255.816,497.285,243.879,0.000,253.406,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,137542.000,2.000,1.948,1.999,0
137,134922,14629653,64172,125051,0.918,0.000,0,250.672,488.480,251.840,0.000,236.641,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,138536.406,2.000,2.036,1.999,0
138,133125,14762778,62711,126525,0.919,0.000,0,244.965,494.238,241.199,0.000,253.039,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,139527.828,2.000,2.006,1.999,0
139,138843,14901621,65514,127939,0.918,0.000,0,255.914,499.762,249.621,0.000,250.141,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,140536.500,2.000,2.018,1.999,0
140,139157,15040778,65491,129141,0.919,0.000,0,255.824,504.457,252.855,0.000,251.602,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,141543.266,2.000,1.996,1.999,0
141,139053,15179831,65536,127531,0.919,0.000,0,256.000,498.168,253.023,0.000,245.145,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,142521.594,2.000,1.964,1.999,0
142,138427,15318258,65124,128656,0.919,0.000,0,254.391,502.562,252.895,0.000,249.668,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,143529.406,2.000,2.005,1.999,0
143,131322,15449580,61742,125592,0.919,0.000,0,241.180,490.594,237.605,0.000,252.988,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,144506.875,2.000,1.992,1.999,0
144,136502,15586082,64181,125480,0.919,0.000,0,250.707,490.156,252.770,0.000,237.387,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,145506.156,2.000,2.039,1.999,0
145,133989,15720071,62796,128594,0.919,0.000,0,245.297,502.320,248.922,0.000,253.398,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,146514.312,2.000,2.007,1.999,0
146,141201,15861272,65911,130548,0.919,0.000,0,257.465,509.953,257.215,0.000,252.738,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,147545.375,2.000,2.022,2.000,0
147,138644,15999916,65077,127989,0.919,0.000,0,254.207,499.957,246.680,0.000,253.277,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,148526.812,2.000,1.963,1.999,0
148,140125,16140041,65494,126704,0.919,0.000,0,255.836,494.938,243.711,0.000,251.227,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,149526.797,2.000,2.020,1.999,0
149,141281,16281322,65488,127530,0.920,0.000,0,255.812,498.164,252.805,0.000,245.359,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,150497.469,2.000,1.948,1.999,0
150,134176,16415498,62502,127567,0.920,0.000,0,244.148,498.309,252.488,0.000,245.820,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,151504.266,2.000,2.020,1.999,0
151,138632,16554130,64416,126616,0.920,0.000,0,251.625,494.594,241.227,0.000,253.367,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,152494.000,2.000,2.001,1.999,0
152,140062,16694192,65498,130530,0.919,0.000,0,255.852,509.883,257.723,0.000,252.160,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,153520.969,2.000,2.014,1.999,0
153,141342,16835534,65495,129027,0.920,0.000,0,255.840,504.012,251.203,0.000,252.809,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,154504.594,2.000,1.952,1.999,0
154,141449,16976983,65505,130022,0.920,0.000,0,255.879,507.898,254.941,0.000,252.957,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,155512.156,2.000,1.984,1.999,0
155,141555,17118538,65492,125397,0.920,0.000,0,255.828,489.832,243.910,0.000,245.922,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,156498.391,2.000,2.013,1.999,0
156,133145,17251683,61546,127382,0.920,0.000,0,240.414,497.586,252.805,0.000,244.781,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,157500.172,2.000,2.013,1.999,0
157,141741,17393424,65367,127055,0.920,0.000,0,255.340,496.309,244.043,0.000,252.266,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,158500.875,2.000,2.016,1.999,0
158,142304,17535728,65525,129958,0.920,0.000,0,255.957,507.648,254.691,0.000,252.957,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,159528.047,2.000,2.023,1.999,0
159,142077,17677805,65524,129909,0.920,0.000,0,255.953,507.457,254.691,0.000,252.766,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,160520.969,2.000,1.957,1.999,0
160,142672,17820477,65553,127821,0.921,0.000,0,256.066,499.301,245.742,0.000,253.559,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,161530.500,2.000,2.022,1.999,0
161,143112,17963589,65456,126174,0.921,0.000,0,255.688,492.867,249.242,0.000,243.625,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,162497.344,2.000,1.962,1.999,0
162,133457,18097046,61410,127897,0.920,0.000,0,239.883,499.598,253.203,0.000,246.395,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,163509.594,2.000,2.026,1.999,0
163,143659,18240705,65725,128898,0.921,0.000,0,256.738,503.508,251.684,0.000,251.824,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,164519.641,2.000,2.006,1.999,0
164,142226,18382931,65226,127652,0.921,0.000,0,254.789,498.641,246.172,0.000,252.469,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,165524.500,2.000,2.015,1.999,0
165,143103,18526034,65526,130681,0.921,0.000,0,255.961,510.473,258.395,0.000,252.078,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,166520.297,2.000,1.951,1.999,0
166,143648,18669682,65411,127401,0.921,0.000,0,255.512,497.660,244.871,0.000,252.789,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,167516.125,2.000,2.001,1.999,0
167,143140,18812822,65557,126703,0.921,0.000,0,256.082,494.934,244.812,0.000,250.121,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,168502.281,2.000,1.993,1.999,0
168,143555,18956377,65578,127107,0.921,0.000,0,256.164,496.512,253.102,0.000,243.410,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,169507.766,2.000,2.025,1.999,0
169,138314,19094691,62863,128088,0.921,0.000,0,245.559,500.344,252.070,0.000,248.273,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,170516.344,2.000,2.016,1.999,0
170,141372,19236063,64052,128324,0.922,0.000,0,250.203,501.266,248.398,0.000,252.867,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,171522.188,2.000,2.007,1.999,0
171,144159,19380222,65528,130163,0.921,0.000,0,255.969,508.449,255.438,0.000,253.012,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,172548.953,2.000,2.019,1.999,0
172,144270,19524492,65447,128433,0.921,0.000,0,255.652,501.691,250.246,0.000,251.445,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,173539.531,2.000,1.974,1.999,0
173,144267,19668759,65485,129189,0.921,0.000,0,255.801,504.645,251.508,0.000,253.137,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,174520.562,2.000,1.944,1.999,0
174,144790,19813549,65459,125226,0.922,0.000,0,255.699,489.164,241.531,0.000,247.633,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,175511.875,2.000,2.027,1.999,0
175,144235,19957784,65478,127093,0.921,0.000,0,255.773,496.457,252.473,0.000,243.984,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,176525.047,2.000,2.041,1.999,0
176,145098,20102882,65487,128653,0.922,0.000,0,255.809,502.551,252.020,0.000,250.531,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,177543.453,2.000,2.026,2.000,0
177,145445,20248327,65472,131363,0.922,0.000,0,255.750,513.137,252.004,0.000,261.133,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,178558.125,2.000,1.977,1.999,0
178,145170,20393497,65509,127188,0.922,0.000,0,255.895,496.828,252.250,0.000,244.578,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,179536.797,2.000,1.970,1.999,0
179,144270,20537767,65071,128558,0.922,0.000,0,254.184,502.180,252.316,0.000,249.863,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,180540.969,2.000,2.000,1.999,0
180,137723,20675490,61767,126383,0.922,0.000,0,241.277,493.684,241.402,0.000,252.281,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,181522.781,2.000,1.989,1.999,0
181,146015,20821505,65502,126808,0.922,0.000,0,255.867,495.344,247.242,0.000,248.102,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,182521.562,2.000,2.016,1.999,0
182,146797,20968302,65512,126508,0.923,0.000,0,255.906,494.172,252.449,0.000,241.723,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,183527.969,2.000,2.037,1.999,0
183,147088,21115390,65473,131091,0.923,0.000,0,255.754,512.074,252.348,0.000,259.727,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110442.836,184555.391,2.000,2.006,2.000,0
184,146776,21262166,65549,128206,0.923,0.000,0,256.051,500.805,251.820,0.000,248.984,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110445.836,185541.547,2.000,1.969,1.999,0
185,143439,21405605,63987,126886,0.923,0.000,0,249.949,495.648,250.602,0.000,245.047,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110448.836,186545.156,2.000,2.025,1.999,0
186,141278,21546883,63353,128402,0.922,0.000,0,247.473,501.570,250.785,0.000,250.785,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110448.836,187519.438,2.000,1.942,1.999,0
187,145972,21692855,64953,125305,0.923,0.000,0,253.723,489.473,237.785,0.000,251.688,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110450.336,188499.172,2.000,2.002,1.999,0
188,146995,21839850,65468,125508,0.923,0.000,0,255.734,490.266,249.270,0.000,240.996,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110450.336,189489.516,2.000,2.020,1.999,0
189,147589,21987439,65463,127431,0.923,0.000,0,255.715,497.777,251.293,0.000,246.484,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110450.336,190501.938,2.000,2.034,1.999,0
190,147898,22135337,65467,130348,0.923,0.000,0,255.730,509.172,249.477,0.000,259.695,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110450.336,191483.516,2.000,1.928,1.999,0
191,147413,22282750,65476,127017,0.923,0.000,0,255.766,496.160,250.152,0.000,246.008,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110450.336,192478.031,2.000,2.004,1.999,0
192,139149,22421899,61415,125409,0.923,0.000,0,239.902,489.879,246.719,0.000,243.160,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110450.336,193458.938,2.000,2.002,1.999,0
193,147551,22569450,65471,124027,0.923,0.000,0,255.746,484.480,237.203,0.000,247.277,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110450.336,194434.812,2.000,2.014,1.999,0
194,148136,22717586,65435,126122,0.923,0.000,0,255.605,492.664,249.410,0.000,243.254,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110450.336,195430.531,2.000,2.021,1.999,0
195,146599,22864185,64845,126201,0.923,0.000,0,253.301,492.973,250.113,0.000,242.859,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110450.336,196436.953,2.000,2.042,2.000,0
196,150200,23014385,66098,130359,0.924,0.000,0,258.195,509.215,249.262,0.000,259.953,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110450.336,197427.703,2.000,1.946,1.999,0
197,148405,23162790,65484,125375,0.923,0.000,0,255.797,489.746,249.199,0.000,240.547,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110450.336,198425.125,2.000,2.037,1.999,0
198,148237,23311027,65376,128019,0.923,0.000,0,255.375,500.074,246.582,0.000,253.492,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110450.336,199393.734,2.000,1.937,1.999,0
199,148546,23459573,65415,124388,0.924,0.000,0,255.527,485.891,247.031,0.000,238.859,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110450.336,200383.125,2.000,2.036,1.999,0
200,145323,23604896,63575,126111,0.924,0.000,0,248.340,492.621,246.699,0.000,245.922,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110450.336,201376.609,2.000,2.017,1.999,0
201,153632,23758528,67150,125851,0.924,0.000,0,262.305,491.605,245.223,0.000,246.383,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110450.336,202366.250,2.000,2.013,1.999,0
202,149426,23907954,65416,127587,0.924,0.000,0,255.531,498.387,246.055,0.000,252.332,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110450.336,203355.078,2.000,1.984,1.999,0
203,148994,24056948,65447,125768,0.924,0.000,0,255.652,491.281,246.770,0.000,244.512,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110450.336,204313.562,2.000,1.951,1.999,0
204,149321,24206269,65437,126373,0.924,0.000,0,255.613,493.645,245.738,0.000,247.906,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110450.336,205295.547,2.000,1.989,1.999,0
205,147158,24353427,64573,123999,0.924,0.000,0,252.238,484.371,245.859,0.000,238.512,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110450.336,206281.281,2.000,2.035,1.999,0
206,150451,24503878,65668,124708,0.924,0.000,0,256.516,487.141,243.570,0.000,243.570,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110450.336,207264.562,2.000,2.018,1.999,0
207,150659,24654537,65708,125002,0.924,0.000,0,256.672,488.289,244.145,0.000,244.145,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110450.336,208249.969,2.000,2.018,1.999,0
208,149991,24804528,65641,129437,0.924,0.000,0,256.410,505.613,246.520,0.000,259.094,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110450.336,209264.656,2.000,2.007,1.999,0
209,150783,24955311,65620,128001,0.924,0.000,0,256.328,500.004,255.820,0.000,244.184,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110450.336,210250.172,2.000,1.971,1.999,0
210,158882,25114193,69186,126693,0.924,0.000,0,270.258,494.895,243.730,0.000,251.164,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110450.336,211234.469,2.000,1.989,1.999,0
211,149439,25263632,65378,124385,0.924,0.000,0,255.383,485.879,242.848,0.000,243.031,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110454.836,212189.141,2.000,1.965,1.999,0
212,150856,25414488,65351,126336,0.925,0.000,0,255.277,493.500,244.164,0.000,249.336,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110454.836,213175.219,2.000,1.998,1.999,0
213,151738,25566226,65940,127258,0.924,0.000,0,257.578,497.102,255.414,0.000,241.688,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,214182.938,2.000,2.027,1.999,0
214,159527,25725753,69028,131225,0.925,0.000,0,269.641,512.598,255.926,0.000,256.672,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,215211.562,2.000,2.007,1.999,0
215,160218,25885971,69425,130357,0.925,0.000,0,271.191,509.207,254.262,0.000,254.945,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,216199.156,2.000,1.939,1.999,0
216,167178,26053149,72330,131272,0.925,0.000,0,282.539,512.781,257.105,0.000,255.676,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,217228.922,2.000,2.008,1.999,0
217,153344,26206493,66028,123818,0.925,0.000,0,257.922,483.664,241.832,0.000,241.832,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,218201.125,2.000,2.010,1.999,0
218,152071,26358564,65730,124368,0.925,0.000,0,256.758,485.812,240.035,0.000,245.777,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,219167.609,2.000,1.989,1.999,0
219,150396,26508960,65357,123980,0.925,0.000,0,255.301,484.297,240.402,0.000,243.895,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,220140.062,2.000,2.008,1.999,0
220,151439,26660399,65357,125523,0.925,0.000,0,255.301,490.324,245.348,0.000,244.977,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,221131.938,2.000,2.023,1.999,0
221,160789,26821188,69394,126235,0.925,0.000,0,271.070,493.105,248.020,0.000,245.086,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,222120.453,2.000,2.005,1.999,0
222,151332,26972520,65373,126509,0.925,0.000,0,255.363,494.176,245.449,0.000,248.727,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,223087.547,2.000,1.957,1.999,0
223,158590,27131110,68287,125115,0.925,0.000,0,266.746,488.730,248.969,0.000,239.762,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,224059.266,2.000,1.988,1.999,0
224,153425,27284535,66007,122352,0.925,0.000,0,257.840,477.938,238.969,0.000,238.969,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,225024.344,2.000,2.019,1.999,0
225,153518,27438053,65918,123101,0.925,0.000,0,257.492,480.863,238.129,0.000,242.734,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,225983.047,2.000,1.994,1.999,0
226,152608,27590661,65398,124497,0.925,0.000,0,255.461,486.316,238.746,0.000,247.570,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,226962.562,2.000,2.014,1.999,0
227,161153,27751814,69359,129369,0.925,0.000,0,270.934,505.348,253.605,0.000,251.742,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,227968.891,2.000,1.991,1.999,0
228,162086,27913900,69381,127597,0.926,0.000,0,271.020,498.426,247.895,0.000,250.531,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,228936.688,2.000,1.942,1.999,0
229,161525,28075425,69315,128270,0.925,0.000,0,270.762,501.055,251.938,0.000,249.117,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,229942.484,2.000,2.007,1.999,0
230,162065,28237490,69398,123981,0.926,0.000,0,271.086,484.301,246.219,0.000,238.082,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,230908.656,2.000,1.995,1.999,0
231,153473,28390963,65371,125422,0.926,0.000,0,255.355,489.930,244.879,0.000,245.051,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,231893.812,2.000,2.011,1.999,0
232,162700,28553663,69148,125375,0.926,0.000,0,270.109,489.746,241.699,0.000,248.047,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,232882.062,2.000,2.018,1.999,0
233,163557,28717220,69564,128803,0.926,0.000,0,271.734,503.137,254.840,0.000,248.297,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,233890.469,2.000,2.004,1.999,0
234,163903,28881123,69418,127003,0.926,0.000,0,271.164,496.105,249.664,0.000,246.441,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,234865.188,2.000,1.965,1.999,0
235,162608,29043731,69093,125985,0.926,0.000,0,269.895,492.129,244.613,0.000,247.516,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,235861.625,2.000,2.025,1.999,0
236,162623,29206354,69351,123800,0.926,0.000,0,270.902,483.594,236.684,0.000,246.910,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,236819.109,2.000,1.980,1.999,0
237,154928,29361282,65774,121735,0.926,0.000,0,256.930,475.527,244.328,0.000,231.199,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,237785.688,2.000,2.033,1.999,0
238,162338,29523620,68796,124063,0.926,0.000,0,268.734,484.621,241.672,0.000,242.949,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,238767.031,2.000,2.025,1.999,0
239,164618,29688238,69396,123979,0.927,0.000,0,271.078,484.293,239.320,0.000,244.973,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,239746.688,2.000,2.023,1.999,0
240,162136,29850374,69360,125509,0.926,0.000,0,270.938,490.270,246.656,0.000,243.613,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,240728.266,2.000,2.002,1.999,0
241,163991,30014365,69634,124519,0.926,0.000,0,272.008,486.402,245.145,0.000,241.258,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,241687.188,2.000,1.971,1.999,0
242,172759,30187124,72861,124069,0.927,0.000,0,284.613,484.645,240.969,0.000,243.676,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,242611.922,2.000,1.908,1.999,0
243,155369,30342493,65497,122698,0.927,0.000,0,255.848,479.289,240.742,0.000,238.547,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,243574.469,2.000,2.008,1.999,0
244,163265,30505758,68982,121925,0.926,0.000,0,269.461,476.270,235.246,0.000,241.023,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,110456.336,244529.516,2.000,2.005,1.999,0
